num,ID,role,org_lon,org_lat,des_lon,des_lat,rider_type,duration,cost
38,58,R,104.02687,30.6446,104.08828,30.66433,2,19.4,20.6869
39,59,R,103.97035,30.60838,104.04865,30.68345,2,34.7,32.902
40,60,R,104.087212,30.654256,104.183066,30.569679,3,40.65,37.6482
41,63,R,104.08487,30.75436,104.07204,30.6821,2,25.15,25.2754
42,64,R,104.08487,30.75436,104.07204,30.6821,2,25.15,25.2754
43,65,R,103.995857,30.709299,104.06152,30.642740000000003,2,30.033333333333335,29.1742
44,66,R,104.168289,30.712143,104.06317,30.694340000000004,2,31.7,30.5004
45,68,R,104.07799,30.67443,104.08246,30.72051,2,15.9,17.8996
46,69,R,104.167606,30.695847,104.07434,30.69469,2,27.6,27.2286
47,70,R,104.06926,30.76084,104.013555,30.713158,2,23.25,23.7573
48,71,R,104.065742,30.694691,103.99647,30.639640000000004,3,27.916666666666668,27.4794
49,72,R,104.05256,30.70266,104.07042,30.65607,2,16.883333333333333,18.6729
50,74,R,104.01726,30.65517,104.07267,30.66023,2,16.483333333333334,18.3632
51,76,R,104.15662,30.63817,104.10214,30.6838,4,22.5,23.1645
52,77,R,104.11872,30.67828,104.07592,30.65328,2,15.3,17.4208
53,78,R,104.155949,30.6369,104.06646,30.67151,2,29.05,28.3819
54,80,R,104.089516,30.658136,104.12844,30.63596,3,13.816666666666666,16.2295
55,82,R,104.033012,30.7523,104.01371,30.70523,2,17.166666666666668,18.9066
56,83,R,104.07328,30.70271,104.11494,30.71585,3,13.116666666666667,15.6785
57,84,R,104.05485,30.6746,104.06947,30.62476,2,17.683333333333334,19.317
58,85,R,104.12412,30.657190000000003,104.11523,30.61962,4,13.183333333333334,15.7298
59,86,R,104.036301,30.65640800000001,104.07748,30.67441,3,13.666666666666666,16.1117
60,87,R,104.04846,30.57521,104.04999,30.64545,3,24.166666666666668,24.4945
61,88,R,104.078865,30.667616,103.97345,30.63143,3,33.6,32.0166
62,90,R,104.096002,30.662412,104.02362,30.70772,3,26.483333333333334,26.3451
63,91,R,104.077827,30.702499,104.16373,30.77921,3,36.63333333333333,34.441
64,92,R,104.10042,30.68334,104.15585,30.63417,4,23.566666666666666,24.01
65,94,R,104.11495,30.71593,104.09662,30.66205,2,19.316666666666666,20.6185
66,95,R,104.06203,30.723090000000006,104.09197,30.75307,3,13.583333333333334,16.0509
67,96,R,104.16751,30.71853,104.03895,30.69087,2,39.21666666666667,36.4949
68,98,R,104.12617,30.60299,104.06157,30.66357,2,28.283333333333335,27.7796
69,99,R,104.11097,30.711027,104.10095,30.66255,2,16.933333333333334,18.7223
70,101,R,104.07405,30.65436,104.11249,30.702690000000004,3,20.15,21.2816
71,102,R,104.025488,30.749338,103.9888,30.6485,4,36.35,34.2187
72,103,R,103.99061,30.66973,104.05172,30.66456,2,18.166666666666668,19.7046
73,104,R,104.06648,30.6716,104.11309,30.7029,3,17.5,19.1669
74,105,R,104.06648,30.6716,104.11309,30.7029,3,17.5,19.1669
75,106,R,104.09394,30.71031,104.05316,30.706570000000006,4,12.133333333333333,14.8843
76,107,R,104.07538,30.75271,104.08242,30.703940000000006,2,16.9,18.6957
77,108,R,104.044578,30.761716,104.04428,30.70278,2,20.283333333333335,21.3861
78,109,R,104.03505,30.63605,104.10976,30.67125,3,25.216666666666665,25.3248
79,110,R,104.17037,30.62044,104.1192,30.67091,2,23.05,23.5939
80,111,R,104.185364,30.712473,104.04109,30.690620000000006,2,43.35,39.7952
81,112,R,104.03551,30.5489,104.06268,30.66451,2,40.583333333333336,37.595
82,113,R,104.110123,30.666323,104.11912,30.70485,4,13.516666666666667,15.992
83,117,R,104.1035,30.68366,104.10138,30.61093,2,25.033333333333335,25.1804
84,118,R,103.972618,30.737070000000006,104.03886,30.68921,4,25.6,25.6307
85,119,R,104.04315,30.70797,104.00258,30.70208,3,12.166666666666666,14.9147
86,122,R,104.047302,30.751232,104.07429,30.70975,4,16.35,18.253
87,123,R,103.98944,30.664890000000003,104.05922,30.67672,4,21.05,21.9998
88,124,R,104.171959,30.698139,104.07725,30.722790000000003,4,29.266666666666666,28.5662
89,126,R,104.04831,30.76649,104.04934,30.71396,4,18.066666666666666,19.6286
90,127,R,104.082115,30.674999,104.03128,30.68295,2,15.283333333333333,17.4037
91,128,R,104.10338,30.68091,104.11232,30.61921,4,21.383333333333333,22.2753
92,129,R,104.1107,30.66891,104.05719,30.76612,2,37.0,34.7374
93,130,R,104.037095,30.695298,104.08021,30.68969,3,12.9,15.498
94,132,R,104.1142,30.7112,104.10437,30.65472,2,19.65,20.8845
95,133,R,104.05643,30.52914,104.08222,30.65607,2,44.333333333333336,40.5894
96,134,R,103.99391,30.64676,104.05563,30.67124,4,20.116666666666667,21.2569
97,136,R,104.083008,30.689653000000003,104.10383,30.65142,2,14.516666666666667,16.7957
98,137,R,104.08306,30.6745,104.06885,30.63362,2,14.683333333333334,16.9173
99,139,R,103.975089,30.73617,104.05334,30.70606,3,25.35,25.4407
100,141,R,104.094398,30.68358,104.17032,30.62019,3,31.316666666666666,30.1964
101,143,R,104.17695,30.56832,104.10459,30.65483,2,36.68333333333333,34.4752
102,144,R,104.152176,30.63055,104.1215,30.659640000000003,2,13.516666666666667,15.9863
103,145,R,104.11273,30.67196,104.04406,30.666190000000004,2,20.416666666666668,21.4982
104,146,R,104.064201,30.7089,104.10167,30.7686,3,23.333333333333332,23.8295
105,147,R,104.050717,30.758731,104.00098,30.71187,4,21.816666666666666,22.6211
106,148,R,104.15605,30.63671,104.10299,30.66674,2,18.8,20.206200000000003
107,149,R,104.069621,30.675932,104.13418,30.61105,3,29.383333333333333,28.6574
108,150,R,104.070251,30.746653,104.083284,30.705019,2,14.833333333333334,17.0408
109,152,R,104.0357,30.7461,104.04584,30.70328,2,15.033333333333333,17.200400000000002
110,153,R,104.070396,30.76605,104.06418,30.7285,2,13.05,15.6158
111,154,R,104.14199,30.63642,104.08059,30.674090000000003,3,22.316666666666666,23.0182
112,155,R,104.14452,30.80831,104.04128,30.65313,2,61.516666666666666,54.296
113,156,R,104.14452,30.80831,104.04128,30.65313,2,61.516666666666666,54.296
114,157,R,104.068802,30.76137,104.11027,30.72471,2,17.583333333333332,19.241
115,158,R,104.07719,30.67081,104.18442,30.68569,3,32.15,30.8557
116,159,R,104.00737,30.72221,104.04817,30.72577,3,12.133333333333333,14.8824
117,161,R,103.967789,30.65564,104.0736,30.69725,2,34.43333333333333,32.6816
118,162,R,104.0159,30.65867,104.06986,30.65972,2,15.966666666666667,17.9509
119,167,R,104.041008,30.74028,104.05111,30.68395,2,19.6,20.8522
120,169,R,104.11235,30.715443,104.17565,30.78078,4,29.25,28.5491
121,170,R,104.02674,30.70355,104.04548,30.644440000000003,2,21.083333333333332,22.0264
122,171,R,104.05584,30.66672,103.94683,30.63679,3,33.86666666666667,32.2351
123,172,R,104.051445,30.790951,104.06434,30.70836,2,28.666666666666668,28.0855
124,173,R,104.171112,30.779335,104.07318,30.70213,2,39.3,36.569
125,175,R,104.10578,30.68642,104.11584,30.65065,2,12.65,15.3061
126,179,R,104.01508,30.76534,104.04672,30.71086,4,20.95,21.9219
127,180,R,104.06024,30.67516,104.05348,30.63946,2,12.433333333333334,15.1332
128,181,R,104.062,30.72323,104.08629,30.75557,3,13.233333333333333,15.7716
129,182,R,104.0599,30.6755,103.88714,30.67777,2,51.13333333333333,46.012
130,183,R,104.06783,30.68184,104.02422,30.70497,3,15.15,17.301099999999998
131,184,R,104.065552,30.595039,104.05563,30.67124,3,26.383333333333333,26.2596
132,186,R,104.10973,30.67315,104.02901,30.71397,2,27.7,27.316
133,187,R,104.07448,30.69469,104.04318,30.73017,3,15.316666666666666,17.430300000000003
134,188,R,104.155899,30.634165000000007,104.10747,30.68085,4,21.533333333333335,22.3836
135,189,R,104.07448,30.69469,104.04318,30.73017,3,15.316666666666666,17.430300000000003
136,193,R,104.056564,30.671009,103.9887,30.62044,2,26.583333333333332,26.4135
137,194,R,104.09065,30.68226,104.11533,30.59546,3,30.75,29.7423
138,196,R,104.021172,30.659668,104.06268,30.66451,2,12.4,15.0952
139,197,R,104.06472,30.67227,103.99611,30.738740000000004,3,30.583333333333332,29.6074
140,199,R,104.051603,30.676214,104.10379,30.70527,2,18.4,19.8832
141,200,R,104.00815,30.68347,104.08877,30.68809000000001,2,23.9,24.2836
142,202,R,104.08929,30.75613,104.01568,30.6916,2,31.1,30.0216
143,203,R,104.09272,30.657601,104.106351,30.72072,2,22.083333333333332,22.832
144,204,R,104.16345,30.69316,104.10756,30.680840000000003,4,17.066666666666666,18.8268
145,205,R,104.04047,30.683390000000006,104.15271,30.71963,3,35.46666666666667,33.5119
146,207,R,104.096245,30.611542,104.1219,30.70646,3,33.53333333333333,31.9634
147,208,R,104.096245,30.611542,104.1219,30.70646,3,33.53333333333333,31.9634
148,209,R,104.043994,30.764103,104.04024,30.68551,2,27.066666666666666,26.803
149,210,R,104.066803,30.74551,104.08175,30.67082000000001,4,26.083333333333332,26.0145
150,211,R,104.111984,30.716051,104.04793,30.71687,4,18.95,20.3259
151,213,R,104.092245,30.758354,104.06583,30.70339,2,20.466666666666665,21.5324
152,214,R,104.04657,30.714990000000004,104.04087,30.66687,2,16.633333333333333,18.4829
153,217,R,104.076164,30.669943,104.04406,30.716990000000006,3,18.766666666666666,20.1815
154,218,R,104.077156,30.722501,104.01371,30.70523,2,19.683333333333334,20.913
155,219,R,104.10622,30.72137,104.10976,30.67125,3,17.266666666666666,18.9902
156,220,R,104.08299,30.75466,103.96176,30.67672,2,44.78333333333333,40.9428
157,221,R,104.10377,30.64233,104.11051,30.7106,3,23.566666666666666,24.0176
158,222,R,104.113495,30.74217,103.98453,30.68709,3,42.6,39.200500000000005
159,223,R,104.113495,30.74217,103.98453,30.68709,3,42.6,39.200500000000005
160,224,R,104.029541,30.754089,104.06152,30.642740000000003,2,39.46666666666667,36.7001
161,226,R,104.043875,30.73626,104.04865,30.68345,2,18.216666666666665,19.7464
162,228,R,104.090791,30.754535,104.083284,30.705019,2,17.183333333333334,18.9142
163,229,R,104.01992,30.70284,104.04947,30.72702,3,12.066666666666666,14.8311
164,231,R,104.0667,30.75732,104.05804,30.6096,3,50.9,45.822
165,236,R,104.0823,30.66598,104.02926,30.65023,3,16.6,18.4563
166,237,R,104.090623,30.755929,103.98588,30.68868,4,38.666666666666664,36.0655
167,238,R,104.10157,30.67329,104.05713,30.6771,3,13.216666666666667,15.7488
168,240,R,104.08377,30.61155,104.09083,30.655690000000003,4,15.333333333333334,17.436
169,241,R,104.03119,30.70566,104.06531,30.66915,2,16.116666666666667,18.063
170,242,R,104.11213,30.66526,104.05502,30.64591,3,18.166666666666668,19.7008
171,243,R,104.00342,30.66682,104.04801,30.65388,2,13.916666666666666,16.3169
172,244,R,104.11859,30.64455,104.10051,30.67798,3,12.683333333333334,15.3251
173,245,R,104.034982,30.740781,104.040511,30.663511,2,26.633333333333333,26.461
174,250,R,104.077537,30.693798,104.130279,30.71373,3,17.033333333333335,18.804
175,251,R,104.13746,30.71101,104.083284,30.705019,2,16.15,18.0972
176,255,R,104.04604,30.69378,104.15333,30.64289,3,36.266666666666666,34.142700000000005
177,256,R,104.05148,30.76641,104.07131,30.71621,4,18.233333333333334,19.7597
178,260,R,104.164047,30.696299,104.10976,30.72186,2,18.3,19.8148
179,261,R,104.114049,30.670006,104.0739,30.66304,2,12.116666666666667,14.8748
180,262,R,104.013519,30.663099,104.05395,30.67509,3,12.65,15.3023
181,263,R,103.937935,30.807753,104.10379,30.70527,2,60.416666666666664,53.4125
182,265,R,104.04567,30.75824,104.083284,30.705019,2,21.416666666666668,22.3019
183,269,R,103.97849,30.71958,104.08915,30.6678,2,37.28333333333333,34.9521
184,270,R,104.065309,30.82236,104.07908,30.69221,2,44.96666666666667,41.0929
185,271,R,104.078868,30.692111,104.114049,30.670009000000004,3,12.883333333333333,15.4904
186,272,R,104.05147,30.76628,104.03886,30.68921,4,26.783333333333335,26.575
187,274,R,104.1211,30.65091,103.9731,30.67202,3,44.4,40.6426
188,277,R,103.989459,30.663549,104.05403,30.67179,4,19.316666666666666,20.6204
189,278,R,104.12796,30.616465,104.11159,30.6746,3,20.583333333333332,21.6274
190,279,R,104.06898,30.81917,104.08219,30.70423,2,39.75,36.9205
191,280,R,104.072614,30.706548,104.09771,30.67947,2,11.916666666666666,14.7095
192,281,R,104.10445,30.68855,104.05563,30.67124,3,15.616666666666667,17.671599999999998
193,282,R,104.04717,30.6869,103.99052,30.71443,3,19.25,20.5672
194,284,R,104.078988,30.683971000000003,103.98776,30.71394,3,28.9,28.2622
195,285,R,104.00234,30.70228,104.10216,30.632340000000006,4,38.1,35.613299999999995
196,286,R,104.057608,30.67322,103.9301,30.78121,2,52.95,47.4598
197,288,R,103.935388,30.5642,104.04329,30.65626,2,45.0,41.1138
198,290,R,104.05207,30.70708,104.07168,30.66935,2,14.216666666666667,16.5487
199,291,R,103.99652,30.70983,104.04854,30.70742000000001,2,15.4,17.5006
200,292,R,104.10393,30.68143,104.06837,30.65152,2,14.716666666666667,16.9496
201,294,R,104.106065,30.686531,104.06081,30.67407,2,14.05,16.4233
202,295,R,104.06847,30.71864,104.10065,30.67472,2,17.85,19.4557
203,296,R,104.10907,30.739320000000006,104.07964,30.65847,2,29.15,28.4674
204,298,R,104.23184,30.64514,104.03548,30.64567000000001,4,58.13333333333333,51.598
205,302,R,104.025742,30.709776,104.04051,30.66351,2,16.5,18.3765
206,303,R,104.020709,30.677252000000006,104.07792,30.677,3,16.933333333333334,18.7128
207,305,R,104.078529,30.720076,104.14174,30.77565,4,26.733333333333334,26.5446
208,307,R,103.99607,30.73009,104.07185,30.66839,2,30.883333333333333,29.8449
209,308,R,104.081628,30.675223,104.16615,30.6797,4,25.05,25.2013
210,309,R,103.99469,30.71148,104.06557,30.70338,2,21.15,22.0834
211,310,R,103.976334,30.579124,104.07742,30.69431,2,49.666666666666664,44.8416
212,312,R,104.05777,30.722490000000004,104.11833,30.67802,3,23.566666666666666,24.0062
213,313,R,104.15347,30.64325,104.08511,30.68237,2,24.3,24.5971
214,314,R,104.08714,30.67737,104.02513,30.64363,3,21.716666666666665,22.5337
215,316,R,104.05448,30.67424,104.09828,30.65904,2,13.966666666666667,16.3568
216,318,R,104.056104,30.758941,104.16512,30.69638,3,38.766666666666666,36.1453
217,321,R,104.11609,30.62461,104.09702,30.679170000000006,2,19.6,20.8465
218,322,R,104.076505,30.71323,104.03107,30.68303,2,16.983333333333334,18.7622
219,323,R,104.10035,30.71721,104.01491,30.76567,3,30.266666666666666,29.3642
220,324,R,103.96634,30.80907,104.14162,30.62869,2,80.88333333333334,69.7525
221,325,R,104.07211,30.59081,104.0524,30.66718,2,26.916666666666668,26.6852
222,327,R,104.1679,30.718349,104.04051,30.66351,2,42.15,38.8452
223,328,R,104.04924,30.71368,104.04969,30.76339,4,17.1,18.8515
224,329,R,104.137878,30.682278000000004,104.05086,30.67677,3,25.816666666666666,25.8093
225,330,R,104.137878,30.682278000000004,104.05086,30.67677,3,25.816666666666666,25.8093
226,331,R,104.06052,30.602390000000003,104.05273,30.6727,3,24.3,24.5971
227,332,R,104.08932,30.65828,104.11614,30.59031,3,24.7,24.9144
228,333,R,104.16918,30.69799,104.10376,30.7136,2,20.083333333333332,21.2322
229,334,R,104.09327,30.76026,104.06308,30.68963,2,25.883333333333333,25.8663
230,335,R,104.06217,30.65815,104.13442,30.60553,3,28.016666666666666,27.5687
231,336,R,104.04228,30.68957,104.230507,30.823679,4,72.31666666666666,62.9087
232,337,R,104.085849,30.604378000000004,104.08222,30.65607,2,17.816666666666666,19.4215
233,338,R,103.9535,30.67012,104.0533,30.68182,2,29.8,28.9918
234,339,R,104.092197,30.679098,104.04971,30.67255,3,12.766666666666667,15.3954
235,343,R,104.023949,30.649559000000004,104.08877,30.68809000000001,2,23.316666666666666,23.8124
236,344,R,104.17082,30.658014,104.05654,30.64172,4,34.28333333333333,32.569500000000005
237,345,R,104.17082,30.658014,104.05654,30.64172,4,34.28333333333333,32.569500000000005
238,346,R,104.06235,30.65648,104.01391,30.76642,3,40.45,37.488600000000005
239,347,R,104.01613,30.64496,104.05919,30.66055,2,13.816666666666666,16.237099999999998
240,348,R,104.03436,30.64061,104.06576,30.6686,2,13.383333333333333,15.8818
241,349,R,104.09172,30.65928,104.12844,30.63596,3,13.5,15.9844
242,350,R,104.19412,30.56554,104.10604,30.72002,2,59.21666666666667,52.4568
243,351,R,104.1254,30.66962,104.20025,30.56564,3,42.083333333333336,38.7939
244,356,R,104.12266,30.67544,104.167481,30.682647,3,13.483333333333333,15.9692
245,357,R,104.16415,30.69627,104.09718,30.66226,2,23.016666666666666,23.5692
246,358,R,104.16415,30.69627,104.09718,30.66226,2,23.016666666666666,23.5692
247,359,R,104.046181,30.713722,104.055,30.67833,4,12.45,15.1408
248,362,R,104.05677,30.721764,104.07974,30.75729,3,13.983333333333333,16.3625
249,363,R,103.95282,30.64684,104.07638,30.67235,4,37.61666666666667,35.22
250,364,R,104.115534,30.704913,104.05598,30.69306,2,18.083333333333332,19.6362
251,365,R,104.08194,30.67106,104.10379,30.70527,2,13.433333333333334,15.9198
252,366,R,104.04668,30.71705,104.16575,30.68262,4,37.166666666666664,34.8666
253,367,R,104.15916,30.70642,104.075698,30.695897,2,24.95,25.1196
254,368,R,104.08846,30.66562,104.15764,30.70789000000001,3,25.116666666666667,25.2431
255,370,R,104.05927,30.56033,104.05569,30.66761,2,36.93333333333333,34.6766
256,373,R,104.07916,30.65336,104.02057,30.66292,3,17.65,19.2885
257,374,R,104.124832,30.652491,104.11176,30.68601,2,12.166666666666666,14.909
258,375,R,104.113411,30.670218,104.17219,30.688270000000006,4,18.466666666666665,19.9421
259,376,R,104.01735,30.64964,104.07135,30.66014,2,16.383333333333333,18.2796
260,377,R,104.09358,30.70932,103.99301,30.68786,4,30.65,29.6701
261,378,R,104.15818,30.70811,104.08617,30.64873,2,29.516666666666666,28.7638
262,381,R,104.077011,30.67305,104.01503,30.64737,2,20.366666666666667,21.4526
263,383,R,104.069603,30.71826,104.07868,30.79097,4,25.166666666666668,25.283
264,384,R,104.151344,30.755217,104.09059,30.68721,2,29.5,28.7505
265,385,R,104.045387,30.764431,104.06006,30.64187,2,42.4,39.039
266,387,R,104.05355,30.67752,104.15977,30.62721,4,35.9,33.8482
267,388,R,104.115562,30.619049,104.04761,30.65558,2,23.716666666666665,24.1335
268,389,R,104.049591,30.665625,103.97607,30.6333,3,24.433333333333334,24.7073
269,390,R,104.068604,30.70771,104.02722,30.7452,3,17.783333333333335,19.393
270,392,R,104.11082,30.6761,104.06838,30.65152,2,15.133333333333333,17.285899999999998
271,393,R,104.0356,30.7462,104.11294,30.7003,4,27.8,27.3882
272,394,R,104.139793,30.607182,104.08082,30.65609000000001,2,24.25,24.555300000000003
273,395,R,103.98717,30.68991,104.07513,30.65584,2,28.55,27.9867
274,396,R,103.99806,30.67984,104.04377,30.717169,3,18.65,20.0865
275,397,R,104.063568,30.705185,104.05563,30.67124,3,11.916666666666666,14.7095
276,398,R,104.063568,30.705185,104.05563,30.67124,3,11.916666666666666,14.7095
277,399,R,103.92037,30.74432,104.08511,30.68237,2,53.2,47.6574
278,401,R,104.05832,30.72282,104.00563,30.70736,3,16.466666666666665,18.3442
279,406,R,104.029861,30.624508,104.13104,30.68399,2,36.28333333333333,34.1541
280,407,R,104.10041,30.683290000000003,104.16439,30.68851,4,19.016666666666666,20.3791
281,408,R,104.11246,30.71526,104.10143,30.67325,2,14.816666666666666,17.0275
282,409,R,104.11246,30.71526,104.10143,30.67325,2,14.816666666666666,17.0275
283,410,R,104.17189,30.69805,104.11465,30.71188,4,17.583333333333332,19.2391
284,413,R,104.050201,30.758579,104.05118,30.69026,2,23.5,23.9644
285,414,R,104.08314,30.66735,104.12553,30.65245,3,13.55,16.0186
286,415,R,104.066169,30.684252,104.11625,30.620390000000004,3,26.5,26.3565
287,416,R,104.066169,30.684252,104.11625,30.620390000000004,3,26.5,26.3565
288,417,R,103.95057,30.78137000000001,104.05077,30.65306,4,53.18333333333333,47.6441
289,418,R,104.10384,30.68411,104.0651,30.66495,2,13.216666666666667,15.7545
290,420,R,104.0044,30.64868,104.09323,30.66032,3,26.6,26.4287
291,421,R,104.022,30.65846,104.06611,30.63917,2,14.65,16.8907
292,423,R,104.068707,30.718649,104.02674,30.70355,4,13.45,15.9407
293,425,R,104.05425,30.67518,104.03777,30.619390000000006,2,19.8,21.008
294,427,R,104.0544,30.60456,104.06321,30.67018,2,22.733333333333334,23.3412
295,428,R,104.11018,30.6664,104.0898,30.59217,2,26.25,26.1475
296,431,R,104.026756,30.65066,104.06736,30.66345,2,12.8,15.4144
297,432,R,104.124961,30.603417,104.06221,30.647920000000006,2,24.066666666666666,24.416600000000003
298,434,R,104.0568,30.72173,104.19362,30.71311,3,40.583333333333336,37.5912
299,436,R,104.12045,30.68085,104.12661,30.78279,3,35.11666666666667,33.2345
300,437,R,104.11349,30.67431,104.07291,30.65522,2,13.683333333333334,16.1269
301,439,R,104.17536,30.69361,104.12844,30.63596,4,24.216666666666665,24.5268
302,440,R,104.16159,30.70161,104.06666,30.64824,2,33.56666666666667,31.99
303,441,R,104.02683,30.70302,104.040627,30.662699,2,14.45,16.7425
304,443,R,104.11247,30.71526,104.07954,30.67098,2,18.083333333333332,19.6343
305,444,R,104.114403,30.589989000000006,104.07177,30.663490000000003,2,28.266666666666666,27.7606
306,446,R,104.11381,30.66934,104.0664,30.66705,2,14.05,16.4176
307,447,R,104.11024,30.66642,104.08002,30.69149,2,12.416666666666666,15.1161
308,449,R,104.04415,30.68056,104.00161,30.63306,3,20.633333333333333,21.6673
309,450,R,104.105431,30.65943,104.11636,30.62469,3,12.383333333333333,15.0838
310,451,R,104.06307,30.688540000000003,104.02722,30.7452,3,22.183333333333334,22.9137
311,452,R,104.06307,30.688540000000003,104.02722,30.7452,3,22.183333333333334,22.9137
312,453,R,104.16698,30.71893,104.11465,30.71188,4,15.666666666666666,17.7058
313,455,R,104.11161,30.69167,104.16458,30.70528,3,16.35,18.2549
314,456,R,104.130388,30.713412,104.04941,30.713690000000003,4,23.95,24.3197
315,457,R,104.083158,30.704388,104.05004,30.72765,3,12.65,15.2966
316,458,R,104.01782,30.763790000000004,104.07908,30.69221,2,30.583333333333332,29.6055
317,460,R,104.15668,30.62851,104.10182,30.657090000000004,2,18.983333333333334,20.3544
318,461,R,104.091217,30.656141,104.072925,30.702711,2,16.916666666666668,18.6995
319,463,R,104.159538,30.683076,104.06615,30.66853,2,28.083333333333332,27.6181
320,464,R,104.10846,30.76893,103.97701,30.66083,2,53.81666666666667,48.1514
321,465,R,103.94679,30.782789,104.065761,30.6686,2,52.75,47.3002
322,466,R,104.0287,30.745890000000006,104.04385,30.70458,2,14.9,17.0959
323,467,R,104.11239,30.71528,104.07712,30.67214,4,18.133333333333333,19.681800000000003
324,468,R,104.028655,30.649432,104.02722,30.7452,4,32.95,31.5036
325,469,R,104.04276,30.70679,104.08498,30.69388,3,13.25,15.7811
326,470,R,104.085091,30.75716,104.0844,30.68233,2,25.75,25.7523
327,472,R,104.033379,30.75304,104.07026,30.65443,2,35.65,33.648700000000005
328,473,R,104.08873,30.75593,104.10437,30.66956,2,30.083333333333332,29.2065
329,475,R,104.09806,30.62747,104.05749,30.6086,3,13.65,16.098399999999998
330,476,R,104.11513,30.67096,103.99926,30.77385,4,49.28333333333333,44.53
331,477,R,104.04081,30.78557,104.09092,30.73048,4,24.05,24.4033
332,478,R,104.05723,30.6772,104.00248,30.66249,2,16.966666666666665,18.7489
333,479,R,104.11054,30.68165,104.0624,30.64535,2,18.95,20.324
334,480,R,104.04664,30.71704,103.97607,30.6333,4,35.583333333333336,33.605000000000004
335,481,R,104.15803,30.68416,104.12064,30.64358,2,17.816666666666666,19.419600000000003
336,483,R,104.09279,30.68586,104.05677,30.76751,3,30.05,29.1818
337,484,R,104.158203,30.684,104.1043,30.71502000000001,2,19.183333333333334,20.5159
338,485,R,104.08977,30.75665,104.03801,30.703640000000004,2,23.816666666666666,24.2076
339,488,R,104.084373,30.694225,104.03457,30.69108,2,14.766666666666667,16.993299999999998
340,490,R,104.10563,30.68467,104.13588,30.62567,2,22.183333333333334,22.9099
341,491,R,104.0943,30.63642,104.02347,30.70485,3,31.516666666666666,30.3617
342,492,R,104.05286,30.6772,103.95682,30.56913,2,46.81666666666667,42.5654
343,494,R,104.110305,30.666302,104.153541,30.645401,4,14.683333333333334,16.9173
344,495,R,103.987915,30.664509,104.04865,30.68345,2,19.116666666666667,20.4608
345,497,R,104.07635,30.59462000000001,104.10112,30.66461,2,25.166666666666668,25.2944
