id,od_num,org_lon,org_lat,des_lon,des_lat,pickup_time,distance,drive_time,org_sta,org_dis,org_time,des_sta,des_dis,des_time,alone_cost,alone_time,departure,Tmax,arrival
3080,16770,103.997772,30.669447,104.075698,30.695897,30760,10414,1487,162.0,1039.0,1039.0,85.0,211.0,211.0,24.9866,1487.0,29560,2230.5,32990.5
3081,16773,104.077377,30.716875,104.08807,30.76492,27828,7070,1010,231.0,1183.0,1183.0,110.0,1158.0,1158.0,18.633,1010.0,26628,1515.0,29343.0
3082,16774,104.11294,30.70253,104.10781,30.61773,31405,12274,1753,50.0,1364.0,1364.0,109.0,823.0,823.0,28.5206,1753.0,30205,2629.5,34034.5
3083,16779,104.10666,30.60278,104.08155,30.65281,32515,7877,1125,128.0,1112.0,1112.0,22.0,207.0,207.0,20.1663,1125.0,31315,1687.5,34202.5
3084,16782,104.00085,30.63422000000001,104.07403,30.6863,28340,11810,1687,241.0,1398.0,1398.0,165.0,244.0,244.0,27.639,1687.0,27140,2530.5,30870.5
3085,16785,103.97784,30.64723,104.144812,30.732163,29091,24115,3445,87.0,177.0,177.0,114.0,4219.0,4219.0,51.0185,3445.0,27891,5167.5,34258.5
3086,16787,104.050301,30.758648,104.04451,30.71755,32814,5984,854,186.0,1199.0,1199.0,92.0,1293.0,1293.0,16.5696,854.0,31614,1281.0,34095.0
3087,16789,104.04622,30.707390000000004,104.07786,30.79607,29063,13408,1915,257.0,779.0,779.0,6.0,1555.0,1555.0,30.6752,1915.0,27863,2872.5,31935.5
3088,16797,104.05954,30.724288,104.16884,30.703899,30776,13899,1985,39.0,420.0,420.0,184.0,4668.0,4668.0,31.6081,1985.0,29576,2977.5,33753.5
3089,16798,104.048119,30.76697,104.0844,30.68233,31072,13039,1862,186.0,1740.0,1740.0,124.0,132.0,132.0,29.9741,1862.0,29872,2793.0,33865.0
3090,16803,104.01589,30.65872,104.10435,30.65765,29153,11000,1571,36.0,1038.0,1038.0,252.0,685.0,685.0,26.1,1571.0,27953,2356.5,31509.5
3091,16804,104.11438,30.704781,104.11683,30.7612,29629,8161,1165,50.0,1735.0,1735.0,278.0,636.0,636.0,20.7059,1165.0,28429,1747.5,31376.5
3092,16816,104.05957,30.66972,103.95394,30.77421,31482,20011,2858,140.0,883.0,883.0,63.0,2202.0,2202.0,43.2209,2858.0,30282,4287.0,35769.0
3093,16818,104.040245,30.804893,104.01536,30.62776,28550,25791,3684,26.0,5716.0,5716.0,212.0,846.0,846.0,54.2029,3684.0,27350,5484.0,34034.0
3094,16820,104.06218,30.67337,104.10893,30.67537,31062,5819,831,234.0,738.0,738.0,88.0,1402.0,1402.0,16.2561,831.0,29862,1246.5,32308.5
3095,16823,103.956543,30.669807,104.06195,30.658590000000004,28497,13206,1886,279.0,1081.0,1081.0,215.0,500.0,500.0,30.2914,1886.0,27297,2829.0,31326.0
3096,16824,104.129212,30.652466,104.169421,30.706719,31882,9300,1328,197.0,1214.0,1214.0,184.0,5028.0,5028.0,22.869999999999997,1328.0,30682,1992.0,33874.0
3097,16829,104.112198,30.70237,104.07481,30.645090000000003,31867,9495,1356,50.0,1298.0,1298.0,254.0,114.0,114.0,23.2405,1356.0,30667,2034.0,33901.0
3098,16833,104.07634,30.66062,104.12802,30.63604,28505,7343,1049,213.0,600.0,600.0,210.0,1142.0,1142.0,19.151699999999998,1049.0,27305,1573.5,30078.5
3099,16834,104.129997,30.636723,104.11495,30.671090000000003,29621,5308,758,272.0,1221.0,1221.0,176.0,1136.0,1136.0,15.2852,758.0,28421,1137.0,30758.0
3100,16839,104.08089,30.592340000000004,104.07031,30.66396,32372,10436,1490,99.0,1071.0,1071.0,140.0,690.0,690.0,25.0284,1490.0,31172,2235.0,34607.0
3101,16840,104.09301,30.65823,104.05277,30.55758,28841,15386,2198,275.0,1044.0,1044.0,105.0,1216.0,1216.0,34.4334,2198.0,27641,3297.0,32138.0
3102,16848,104.038148,30.607038,104.11203,30.66849,31156,12780,1825,268.0,499.0,499.0,176.0,1097.0,1097.0,29.482,1825.0,29956,2737.5,33893.5
3103,16849,104.038148,30.607038,104.11203,30.66849,31156,12780,1825,268.0,499.0,499.0,176.0,1097.0,1097.0,29.482,1825.0,29956,2737.5,33893.5
3104,16853,103.917294,30.571901,104.05636,30.66709,28259,22104,3157,37.0,1003.0,1003.0,117.0,748.0,748.0,47.1976,3157.0,27059,4735.5,32994.5
3105,16856,104.164099,30.694587,104.109481,30.670965,31612,7600,1085,184.0,3295.0,3295.0,88.0,1322.0,1322.0,19.64,1085.0,30412,1627.5,33239.5
3106,16857,103.918603,30.625177,104.06667,30.69494000000001,27559,20992,2998,111.0,1398.0,1398.0,7.0,182.0,182.0,45.0848,2998.0,26359,4497.0,32056.0
3107,16866,104.04645,30.71516,104.040586,30.666127000000003,32091,7125,1017,92.0,1301.0,1301.0,281.0,4.0,4.0,18.7375,1017.0,30891,1525.5,33616.5
3108,16867,104.04645,30.71516,104.040586,30.666127000000003,32091,7125,1017,92.0,1301.0,1301.0,281.0,4.0,4.0,18.7375,1017.0,30891,1525.5,33616.5
3109,16889,103.97898,30.672320000000006,104.05833,30.66845,31647,9881,1411,15.0,1632.0,1632.0,140.0,948.0,948.0,23.9739,1411.0,30447,2116.5,33763.5
3110,16892,104.14348,30.59792,104.06533,30.66475,29999,13704,1957,67.0,2024.0,2024.0,140.0,257.0,257.0,31.2376,1957.0,28799,2935.5,32934.5
3111,16899,104.00028,30.70699,104.06399,30.67422,27504,9228,1318,11.0,1673.0,1673.0,234.0,558.0,558.0,22.7332,1318.0,26304,1977.0,29481.0
3112,16907,104.128744,30.713390000000004,104.172941,30.685099,32563,6848,978,262.0,3111.0,3111.0,184.0,3663.0,3663.0,18.211199999999998,978.0,31363,1467.0,34030.0
3113,16916,104.167503,30.697781,104.0697,30.64689000000001,27337,14211,2030,184.0,3918.0,3918.0,106.0,643.0,643.0,32.200900000000004,2030.0,26137,3045.0,30382.0
3114,16921,104.106306,30.68307,104.1373,30.63026,32598,8551,1221,1.0,1574.0,1574.0,14.0,403.0,403.0,21.4469,1221.0,31398,1831.5,34429.5
3115,16928,104.126114,30.680275,104.13874,30.7258,31624,6765,966,42.0,92.0,92.0,262.0,3819.0,3819.0,18.0535,966.0,30424,1449.0,33073.0
3116,16931,104.04675,30.71709,104.07031,30.66396,29195,8219,1174,92.0,1470.0,1470.0,140.0,690.0,690.0,20.8161,1174.0,27995,1761.0,30956.0
3117,16937,104.08845,30.68256,104.15314,30.641820000000006,29418,9969,1424,124.0,636.0,636.0,118.0,1586.0,1586.0,24.1411,1424.0,28218,2136.0,31554.0
3118,16940,104.04526,30.708820000000006,104.02722,30.7452,27623,5716,816,257.0,951.0,951.0,260.0,2201.0,2201.0,16.0604,816.0,26423,1224.0,28847.0
3119,16945,104.05373,30.70335,104.07042,30.65607,31608,7142,1020,257.0,1204.0,1204.0,215.0,614.0,614.0,18.7698,1020.0,30408,1530.0,33138.0
3120,16952,104.03472,30.79915,104.05337,30.68483,28251,16686,2383,26.0,5484.0,5484.0,243.0,605.0,605.0,36.903400000000005,2383.0,27051,3574.5,31825.5
3121,16959,103.98338,30.71058,104.11859,30.67207,29475,17705,2529,101.0,2254.0,2254.0,176.0,1145.0,1145.0,38.8395,2529.0,28275,3793.5,33268.5
3122,16963,104.168236,30.712574,104.103546,30.713408,28952,8040,1148,184.0,5634.0,5634.0,38.0,61.0,61.0,20.476,1148.0,27752,1722.0,30674.0
3123,16964,104.115829,30.712681,104.07638,30.70516,29938,5021,717,38.0,1582.0,1582.0,180.0,885.0,885.0,14.739899999999999,717.0,28738,1075.5,31013.5
3124,16966,104.07907,30.70043,104.10963,30.67216,31823,5579,797,180.0,816.0,816.0,88.0,1350.0,1350.0,15.8001,797.0,30623,1195.5,33018.5
3125,16969,104.041149,30.686882,104.12952,30.64202,28663,12759,1822,69.0,966.0,966.0,227.0,1324.0,1324.0,29.4421,1822.0,27463,2733.0,31396.0
3126,16970,104.07512,30.67117,104.11493,30.68068,27698,5136,733,234.0,902.0,902.0,1.0,1009.0,1009.0,14.958400000000001,733.0,26498,1099.5,28797.5
3127,16976,104.05582,30.67376,104.04761,30.6265,32887,6907,986,117.0,1369.0,1369.0,273.0,256.0,256.0,18.3233,986.0,31687,1479.0,34366.0
3128,16977,104.13147,30.610031,104.09207,30.67902,27327,11111,1587,183.0,1234.0,1234.0,157.0,7.0,7.0,26.3109,1587.0,26127,2380.5,29707.5
3129,16982,104.0568,30.670720000000006,104.0708,30.5423,27399,18645,2663,117.0,1083.0,1083.0,217.0,598.0,598.0,40.6255,2663.0,26199,3994.5,31393.5
3130,16984,104.1625,30.702990000000003,104.10814,30.667340000000006,31381,8498,1214,184.0,4084.0,4084.0,252.0,1046.0,1046.0,21.3462,1214.0,30181,1821.0,33202.0
3131,16991,104.07195,30.65547,104.1438,30.73727,31632,14818,2116,215.0,822.0,822.0,114.0,3837.0,3837.0,33.3542,2116.0,30432,3174.0,34806.0
3132,16995,104.117729,30.705687,104.04934,30.71396,31568,8583,1226,50.0,2081.0,2081.0,48.0,1305.0,1305.0,21.5077,1226.0,30368,1839.0,33407.0
3133,16996,104.049339,30.713961,104.06343,30.76076,32642,6987,998,48.0,1306.0,1306.0,186.0,460.0,460.0,18.4753,998.0,31442,1497.0,34139.0
3134,16997,104.03022,30.75298,104.03886,30.68921,28213,9280,1325,260.0,3386.0,3386.0,72.0,1099.0,1099.0,22.832,1325.0,27013,1987.5,30200.5
3135,17002,104.167664,30.71627,104.10814,30.667340000000006,30666,10235,1462,184.0,6059.0,6059.0,252.0,1046.0,1046.0,24.6465,1462.0,29466,2193.0,32859.0
3136,17006,104.166796,30.71707,104.06531,30.68372,31114,13503,1929,184.0,6111.0,6111.0,243.0,931.0,931.0,30.8557,1929.0,29914,2893.5,34007.5
3137,17019,104.171379,30.706791,104.11287,30.67102,27806,8923,1274,184.0,5191.0,5191.0,176.0,1272.0,1272.0,22.1537,1274.0,26606,1911.0,29717.0
3138,17020,104.043009,30.762687,104.04223,30.66652,30789,13901,1985,186.0,2110.0,2110.0,281.0,209.0,209.0,31.6119,1985.0,29589,2977.5,33766.5
3139,17026,104.035461,30.746661,104.014171,30.63851,31383,15856,2265,260.0,2877.0,2877.0,240.0,266.0,266.0,35.3264,2265.0,30183,3397.5,34780.5
3140,17032,104.138512,30.597191,104.07366,30.66076,28787,12227,1746,67.0,2620.0,2620.0,213.0,683.0,683.0,28.4313,1746.0,27587,2619.0,31406.0
3141,17033,104.026505,30.698423,104.15672,30.6389,29110,18334,2619,10.0,624.0,624.0,118.0,1501.0,1501.0,40.0346,2619.0,27910,3928.5,33038.5
3142,17049,104.05509,30.76321,104.10227,30.68332,27469,12951,1850,186.0,719.0,719.0,120.0,1302.0,1302.0,29.8069,1850.0,26269,2775.0,30244.0
3143,17052,104.07531,30.591,104.0463,30.679679,27034,13316,1902,53.0,1507.0,1507.0,69.0,581.0,581.0,30.5004,1902.0,25834,2853.0,29887.0
3144,17053,104.04789,30.7115,103.93743,30.78417,27494,17281,2468,92.0,1362.0,1362.0,177.0,2000.0,2000.0,38.0339,2468.0,26294,3702.0,31196.0
3145,17055,103.99649,30.66563,104.08511,30.68237,27102,11280,1611,36.0,1579.0,1579.0,124.0,220.0,220.0,26.632,1611.0,25902,2416.5,29518.5
3146,17062,104.09899,30.71565,104.00102,30.71201,30697,12186,1740,38.0,591.0,591.0,95.0,1444.0,1444.0,28.3534,1740.0,29497,2610.0,33307.0
3147,17069,104.17407,30.61918,104.11109,30.684890000000006,30601,12311,1758,67.0,2904.0,2904.0,1.0,924.0,924.0,28.5909,1758.0,29401,2637.0,33238.0
3148,17076,104.12147,30.603240000000003,104.09888,30.66773,27477,9736,1390,206.0,1112.0,1112.0,88.0,475.0,475.0,23.6984,1390.0,26277,2085.0,29562.0
3149,17081,104.062,30.72314,103.98712,30.71377,28225,9403,1343,39.0,496.0,496.0,101.0,1599.0,1599.0,23.0657,1343.0,27025,2014.5,30239.5
3150,17085,104.103909,30.682977,104.0414,30.70648,32777,8480,1211,120.0,1490.0,1490.0,257.0,690.0,690.0,21.311999999999998,1211.0,31577,1816.5,34593.5
3151,17091,104.259239,30.651545,104.08633,30.67363,29684,21735,3105,245.0,4881.0,4881.0,66.0,628.0,628.0,46.4965,3105.0,28484,4657.5,34341.5
3152,17092,104.03144,30.66541,104.02454,30.705140000000004,31398,5806,829,9.0,668.0,668.0,11.0,1353.0,1353.0,16.2314,829.0,30198,1243.5,32641.5
3153,17106,104.04941,30.70634,103.99239,30.7143,31638,7179,1025,257.0,878.0,878.0,101.0,1160.0,1160.0,18.8401,1025.0,30438,1537.5,33175.5
3154,17112,104.12756,30.662659,104.06073,30.675690000000003,30396,8520,1217,34.0,873.0,873.0,234.0,1016.0,1016.0,21.387999999999998,1217.0,29196,1825.5,32221.5
3155,17117,104.116676,30.71644,104.07376,30.6947,29439,6190,884,262.0,1690.0,1690.0,85.0,123.0,123.0,16.961,884.0,28239,1326.0,30765.0
3156,17120,104.11464,30.68549,104.05855,30.64531,27312,9076,1296,1.0,486.0,486.0,75.0,1026.0,1026.0,22.4444,1296.0,26112,1944.0,29256.0
3157,17130,104.07862,30.71602,104.10098,30.67834,30614,6114,873,231.0,1050.0,1050.0,88.0,1090.0,1090.0,16.8166,873.0,29414,1309.5,31923.5
3158,17131,104.167091,30.695619,104.10814,30.667340000000006,31755,8391,1198,184.0,3675.0,3675.0,252.0,1046.0,1046.0,21.142899999999997,1198.0,30555,1797.0,33552.0
3159,17137,104.04055,30.79955,104.04945,30.72908,30165,10246,1463,26.0,5060.0,5060.0,164.0,1124.0,1124.0,24.6674,1463.0,28965,2194.5,32359.5
3160,17141,104.11139,30.67524,104.06577,30.62794,27977,8884,1269,88.0,1674.0,1674.0,150.0,478.0,478.0,22.0796,1269.0,26777,1903.5,29880.5
3161,17143,104.04487,30.69138,103.9938,30.686490000000006,30850,6387,912,248.0,768.0,768.0,162.0,1547.0,1547.0,17.3353,912.0,29650,1368.0,32218.0
3162,17148,104.057575,30.616967,104.10873,30.68201,27755,11352,1621,224.0,1210.0,1210.0,1.0,1375.0,1375.0,26.7688,1621.0,26555,2431.5,30186.5
3163,17151,104.09419,30.66014,104.05155,30.67113,29438,5534,790,252.0,1054.0,1054.0,117.0,838.0,838.0,15.7146,790.0,28238,1185.0,30623.0
3164,17153,104.086807,30.638645,104.06169,30.67811,27533,6503,929,205.0,889.0,889.0,234.0,1127.0,1127.0,17.5557,929.0,26333,1393.5,28926.5
3165,17154,104.086807,30.638645,104.06169,30.67811,27533,6503,929,205.0,889.0,889.0,234.0,1127.0,1127.0,17.5557,929.0,26333,1393.5,28926.5
3166,17164,104.0424,30.69721,104.04855,30.75699,33248,8675,1239,72.0,212.0,212.0,186.0,1472.0,1472.0,21.682499999999997,1239.0,32048,1858.5,35106.5
3167,17178,104.02727,30.70661,104.09548,30.700755,32220,8519,1217,92.0,1386.0,1386.0,277.0,354.0,354.0,21.3861,1217.0,31020,1825.5,34045.5
3168,17181,104.18239,30.65696,104.11476,30.68535,28406,9356,1336,13.0,1492.0,1492.0,1.0,483.0,483.0,22.976399999999998,1336.0,27206,2004.0,30410.0
3169,17190,104.047197,30.655363,104.0557,30.551029,29361,15118,2159,181.0,926.0,926.0,29.0,1192.0,1192.0,33.9242,2159.0,28161,3238.5,32599.5
3170,17191,104.08869,30.754453,104.04812,30.70787,29173,8411,1201,110.0,2579.0,2579.0,257.0,945.0,945.0,21.1809,1201.0,27973,1801.5,30974.5
3171,17192,104.04703,30.7109,104.00662,30.71358,30388,5037,719,92.0,1258.0,1258.0,270.0,860.0,860.0,14.770299999999999,719.0,29188,1078.5,31466.5
3172,17194,104.10268,30.6434,104.09158,30.67834,30397,5235,747,151.0,1006.0,1006.0,157.0,121.0,121.0,15.1465,747.0,29197,1120.5,31517.5
3173,17196,104.080978,30.668552,104.13771,30.603,30558,11814,1687,213.0,773.0,773.0,84.0,2218.0,2218.0,27.6466,1687.0,29358,2530.5,33088.5
3174,17197,104.028397,30.637739,104.05952,30.67486,30833,6616,945,64.0,475.0,475.0,234.0,1110.0,1110.0,17.770400000000002,945.0,29633,1417.5,32250.5
3175,17199,103.995621,30.757074,104.066111,30.63917,29669,19163,2737,284.0,1352.0,1352.0,75.0,528.0,528.0,41.6097,2737.0,28469,4105.5,33774.5
3176,17200,103.995621,30.757074,104.066111,30.63917,29669,19163,2737,284.0,1352.0,1352.0,75.0,528.0,528.0,41.6097,2737.0,28469,4105.5,33774.5
3177,17229,104.09391,30.71024,104.07638,30.67235,31734,5894,842,277.0,1118.0,1118.0,234.0,1037.0,1037.0,16.398600000000002,842.0,30534,1263.0,32997.0
3178,17241,104.10095,30.661808,104.12844,30.63596,33041,5064,723,252.0,180.0,180.0,210.0,1162.0,1162.0,14.8216,723.0,31841,1084.5,34125.5
3179,17251,104.0598,30.67534,104.05367,30.581570000000006,28413,13576,1939,234.0,1101.0,1101.0,90.0,432.0,432.0,30.9944,1939.0,27213,2908.5,31321.5
3180,17256,104.10691,30.71441,104.05883,30.67412,29889,8344,1192,38.0,481.0,481.0,234.0,1167.0,1167.0,21.0536,1192.0,28689,1788.0,31677.0
3181,17261,104.058594,30.673027,104.00369,30.65147,32008,7504,1072,234.0,1176.0,1176.0,134.0,597.0,597.0,19.4576,1072.0,30808,1608.0,33616.0
3182,17264,104.058594,30.673027,104.00369,30.65147,32008,7504,1072,234.0,1176.0,1176.0,134.0,597.0,597.0,19.4576,1072.0,30808,1608.0,33616.0
3183,17265,104.006,30.72138,104.0499,30.713549,27193,5571,795,95.0,119.0,119.0,48.0,1241.0,1241.0,15.7849,795.0,25993,1192.5,28385.5
3184,17267,104.035423,30.750290000000003,104.04924,30.71368,31976,5563,794,79.0,3032.0,3032.0,48.0,1321.0,1321.0,15.7697,794.0,30776,1191.0,33167.0
3185,17270,104.055097,30.67408,104.08187,30.62645,28813,7647,1092,117.0,1372.0,1372.0,21.0,797.0,797.0,19.729300000000002,1092.0,27613,1638.0,30451.0
3186,17272,103.96501,30.69344,104.04635,30.6697,30619,10678,1525,82.0,1036.0,1036.0,117.0,824.0,824.0,25.4882,1525.0,29419,2287.5,32906.5
3187,17290,104.111526,30.733641,104.06229,30.6958,31747,8207,1172,262.0,1262.0,1262.0,7.0,563.0,563.0,20.793300000000002,1172.0,30547,1758.0,33505.0
3188,17292,104.128938,30.713547,104.103581,30.66079,31968,8251,1178,262.0,3118.0,3118.0,252.0,239.0,239.0,20.8769,1178.0,30768,1767.0,33735.0
3189,17296,104.13605,30.66449,104.04377,30.71717,27306,13768,1966,25.0,142.0,142.0,92.0,1189.0,1189.0,31.3592,1966.0,26106,2949.0,30255.0
3190,17308,104.116369,30.660002,104.15236,30.63039,29515,6193,884,176.0,703.0,703.0,18.0,1011.0,1011.0,16.9667,884.0,28315,1326.0,30841.0
3191,17317,104.118,30.70539,104.07597,30.67176,28948,7136,1019,50.0,2069.0,2069.0,234.0,992.0,992.0,18.7584,1019.0,27748,1528.5,30476.5
3192,17322,104.043877,30.796967,104.06652,30.69264,27660,15340,2191,26.0,4514.0,4514.0,7.0,168.0,168.0,34.346000000000004,2191.0,26460,3286.5,30946.5
3193,17326,104.05045,30.66098,104.1438,30.73727,31283,16007,2286,223.0,288.0,288.0,114.0,3837.0,3837.0,35.613299999999995,2286.0,30083,3429.0,34712.0
3194,17335,104.030457,30.748911,104.14162,30.62869,28783,22202,3171,260.0,2846.0,2846.0,14.0,182.0,182.0,47.3838,3171.0,27583,4756.5,33539.5
3195,17343,104.02881,30.65391,104.07299,30.659990000000004,29243,5563,794,181.0,1541.0,1541.0,213.0,822.0,822.0,15.7697,794.0,28043,1191.0,30434.0
3196,17345,104.02292,30.67824,104.08612,30.66095,30723,8245,1177,195.0,1013.0,1013.0,191.0,275.0,275.0,20.8655,1177.0,29523,1765.5,32488.5
3197,17361,104.07761,30.72007,104.12426,30.72237,27479,5806,829,231.0,1201.0,1201.0,262.0,2068.0,2068.0,16.2314,829.0,26279,1243.5,28722.5
3198,17377,104.08252,30.610940000000006,104.1306,30.65959,27615,9231,1318,173.0,1171.0,1171.0,197.0,842.0,842.0,22.7389,1318.0,26415,1977.0,29592.0
3199,17384,104.06638,30.7679,104.08424,30.69046,31412,11412,1630,26.0,559.0,559.0,124.0,1177.0,1177.0,26.8828,1630.0,30212,2445.0,33857.0
3200,17388,104.11223,30.71259,104.0706,30.676890000000004,29397,7308,1044,38.0,1139.0,1139.0,234.0,705.0,705.0,19.0852,1044.0,28197,1566.0,30963.0
3201,17392,104.028958,30.682927000000007,104.04369,30.71752,30550,5325,760,195.0,14.0,14.0,92.0,1218.0,1218.0,15.317499999999999,760.0,29350,1140.0,31690.0
3202,17403,104.11419,30.71119,104.01255,30.71476,31325,12642,1806,38.0,1418.0,1418.0,270.0,260.0,260.0,29.2198,1806.0,30125,2709.0,34034.0
3203,17404,104.15144,30.64371,104.08227,30.71102,30327,12985,1855,272.0,1662.0,1662.0,180.0,936.0,936.0,29.8715,1855.0,29127,2782.5,33109.5
3204,17405,104.11419,30.71119,104.01255,30.71476,31325,12642,1806,38.0,1418.0,1418.0,270.0,260.0,260.0,29.2198,1806.0,30125,2709.0,34034.0
3205,17407,104.18476,30.80485,104.07458,30.65487000000001,28484,25640,3662,189.0,2022.0,2022.0,22.0,709.0,709.0,53.916,3662.0,27284,5462.0,33946.0
3206,17413,104.11027,30.66638,104.06345,30.63557,33533,7330,1047,252.0,1163.0,1163.0,182.0,506.0,506.0,19.127000000000002,1047.0,32333,1570.5,35103.5
3207,17425,104.10331,30.681,104.053301,30.682019,29006,6218,888,157.0,1419.0,1419.0,69.0,710.0,710.0,17.014200000000002,888.0,27806,1332.0,30338.0
3208,17429,104.113427,30.670456,104.06616,30.70986,31570,8183,1169,176.0,1165.0,1165.0,238.0,410.0,410.0,20.747700000000002,1169.0,30370,1753.5,33323.5
3209,17434,104.109192,30.715248,104.170051,30.703344,31030,7756,1108,38.0,786.0,786.0,184.0,4709.0,4709.0,19.9364,1108.0,29830,1662.0,32692.0
3210,17438,104.12328,30.67041,104.05505,30.7046,32583,9816,1402,34.0,767.0,767.0,238.0,1247.0,1247.0,23.8504,1402.0,31383,2103.0,34686.0
3211,17441,104.129698,30.63883,104.07204,30.6821,30346,9514,1359,272.0,1240.0,1240.0,165.0,414.0,414.0,23.276600000000002,1359.0,29146,2038.5,32384.5
3212,17444,104.01895,30.6719,104.1109,30.681549,28140,11516,1645,247.0,252.0,252.0,1.0,1200.0,1200.0,27.0804,1645.0,26940,2467.5,30607.5
3213,17456,104.06223,30.72821,103.99426,30.70476,27704,9101,1300,164.0,571.0,571.0,11.0,2421.0,2421.0,22.4919,1300.0,26504,1950.0,29654.0
3214,17468,103.993797,30.67021,104.06023,30.66324,28696,8321,1188,162.0,1099.0,1099.0,166.0,710.0,710.0,21.009900000000002,1188.0,27496,1782.0,30478.0
3215,17471,104.077722,30.673285,104.07638,30.62968,28756,6305,900,234.0,1209.0,1209.0,21.0,656.0,656.0,17.179499999999997,900.0,27556,1350.0,30106.0
3216,17474,104.10971,30.66417,104.02925,30.65087,29291,10188,1455,252.0,962.0,962.0,181.0,1464.0,1464.0,24.5572,1455.0,28091,2182.5,31473.5
3217,17476,104.11247,30.71526,104.07954,30.67098,28003,7597,1085,38.0,1182.0,1182.0,213.0,970.0,970.0,19.6343,1085.0,26803,1627.5,29630.5
3218,17491,104.095551,30.57221,104.07318,30.70213,30173,18985,2712,97.0,1783.0,1783.0,168.0,858.0,858.0,41.2715,2712.0,28973,4068.0,34241.0
3219,17495,104.0494,30.63167,104.05403,30.67179,28647,5827,832,266.0,531.0,531.0,117.0,1015.0,1015.0,16.2713,832.0,27447,1248.0,29895.0
3220,17500,104.09567,30.70486,104.16767,30.70543,32276,8949,1278,277.0,314.0,314.0,184.0,4747.0,4747.0,22.2031,1278.0,31076,1917.0,34193.0
3221,17501,104.09567,30.70486,104.16767,30.70543,32276,8949,1278,277.0,314.0,314.0,184.0,4747.0,4747.0,22.2031,1278.0,31076,1917.0,34193.0
3222,17510,103.99742,30.661990000000007,104.05347,30.66899,29657,7042,1006,36.0,1316.0,1316.0,117.0,626.0,626.0,18.5798,1006.0,28457,1509.0,31166.0
3223,17516,104.112602,30.67256,104.17278,30.685240000000004,27178,7702,1100,176.0,1470.0,1470.0,184.0,3648.0,3648.0,19.8338,1100.0,25978,1650.0,28828.0
3224,17530,104.052834,30.669367,104.11845,30.79972,27516,20531,2933,117.0,635.0,635.0,171.0,3343.0,3343.0,44.2089,2933.0,26316,4399.5,31915.5
3225,17541,104.0565,30.67872,103.98018,30.66587,29901,9668,1381,243.0,1020.0,1020.0,153.0,911.0,911.0,23.569200000000002,1381.0,28701,2071.5,31972.5
3226,17548,104.08667,30.75567,104.04672,30.67968,31343,12054,1722,110.0,2348.0,2348.0,69.0,566.0,566.0,28.1026,1722.0,30143,2583.0,33926.0
3227,17564,104.1007,30.71608,104.07629,30.753,31190,6138,876,38.0,464.0,464.0,79.0,2060.0,2060.0,16.8622,876.0,29990,1314.0,32504.0
3228,17573,104.084802,30.703922,104.07609,30.73834,27715,5091,727,180.0,193.0,193.0,136.0,2187.0,2187.0,14.8729,727.0,26515,1090.5,28805.5
3229,17578,103.970514,30.537373,104.10379,30.70527,27751,29392,4198,123.0,1692.0,1692.0,277.0,930.0,930.0,61.0448,4198.0,26551,5998.0,33749.0
3230,17579,103.99542,30.760140000000003,104.04255,30.69272,32176,11370,1624,89.0,1517.0,1517.0,72.0,603.0,603.0,26.803,1624.0,30976,2436.0,34612.0
3231,17581,104.080566,30.662201,104.12844,30.63596,32248,7059,1008,191.0,461.0,461.0,210.0,1162.0,1162.0,18.612099999999998,1008.0,31048,1512.0,33760.0
3232,17600,104.07617,30.66682,104.12802,30.63604,27756,7834,1119,213.0,301.0,301.0,210.0,1142.0,1142.0,20.084600000000002,1119.0,26556,1678.5,29434.5
3233,17605,104.000969,30.70792,104.0844,30.68233,29874,11010,1572,11.0,1605.0,1605.0,124.0,132.0,132.0,26.119,1572.0,28674,2358.0,32232.0
3234,17606,104.084595,30.689477,104.01985,30.66222,31963,8962,1280,124.0,1042.0,1042.0,247.0,1193.0,1193.0,22.227800000000002,1280.0,30763,1920.0,33883.0
3235,17620,104.04442,30.71561,104.123684,30.676014,29096,11394,1627,92.0,1111.0,1111.0,42.0,778.0,778.0,26.8486,1627.0,27896,2440.5,31536.5
3236,17623,104.112061,30.715412,104.10887,30.67488,30738,5872,838,38.0,1137.0,1137.0,88.0,1365.0,1365.0,16.3568,838.0,29538,1257.0,31995.0
3237,17624,104.113327,30.671841,104.10881,30.61303,32116,8519,1217,176.0,1334.0,1334.0,206.0,1045.0,1045.0,21.3861,1217.0,30916,1825.5,33941.5
3238,17627,104.041603,30.758249,104.06873,30.69854,28629,9265,1323,186.0,2275.0,2275.0,168.0,406.0,406.0,22.8035,1323.0,27429,1984.5,30613.5
3239,17653,104.027901,30.705915,104.01495,30.649790000000007,32563,8271,1181,92.0,1375.0,1375.0,134.0,833.0,833.0,20.9149,1181.0,31363,1771.5,34334.5
3240,17656,104.086403,30.755440000000004,104.07646,30.70478,27500,7426,1060,110.0,2374.0,2374.0,180.0,872.0,872.0,19.3094,1060.0,26300,1590.0,29090.0
3241,17660,104.00458,30.68305,104.05469,30.669190000000004,28590,6544,934,162.0,1192.0,1192.0,117.0,742.0,742.0,17.6336,934.0,27390,1401.0,29991.0
3242,17663,104.05874,30.67397,104.01719,30.67082000000001,31774,5185,740,234.0,1174.0,1174.0,247.0,367.0,367.0,15.0515,740.0,30574,1110.0,32884.0
